Molecule_ID,InChIKey,SMILES,alpha,beta,delta,gamma
CFMOL_019957,ZNIDBLRZIIYCDZ-AWEZNQCLSA-N,CCn1c(-c2cnc(OC)c(C(F)(F)F)c2)nc2c(O[C@H]3CCN(C(=O)C4CC4)C3)ncnc21,,,1.0,
CFMOL_019958,ZNIZZAWREAKZHY-RBXOMMGPSA-N,COC[C@H]1OC(=O)C(=CNCCCN(C)C)C2C(=O)C(=O)C3=C([C@H](OC(C)=O)C[C@@]4(C)C3CC[C@@H]4O)[C@]21C,10000.0,,,
CFMOL_019959,ZNIZZAWREAKZHY-RDFNODATSA-N,COC[C@H]1OC(=O)/C(=C\NCCCN(C)C)C2C(=O)C(=O)C3=C([C@H](OC(C)=O)C[C@@]4(C)C3CC[C@@H]4O)[C@]21C,10000.0,,,
CFMOL_019960,ZNJMXQJKVYQJOK-UHFFFAOYSA-N,COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1-c1cncc(C(=O)N(C)C2CC2)c1,,10.0,10.0,
CFMOL_019961,ZNKLNYNCMKHEHR-UHFFFAOYSA-N,Cc1cc(F)c(S(=O)(=O)N2CCCC(CO)C2)cc1-c1cnc2cnc(C(F)(F)F)cn12,,,500.0,100.0
CFMOL_019962,ZNMFZCVNFSWQQP-UHFFFAOYSA-N,CN(C)C1CCN(Cc2cc3nc(-n4ccc5ccccc54)nc(N4CCOCC4)c3s2)CC1,,,10.0,
CFMOL_019963,ZNNHVDQTWCXAKX-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(-c2cnn(C)c2)cc1NC(=O)c1cccc2nn(C)cc12,55000.0,,,
CFMOL_019964,ZNNJFEULXHWOFQ-UHFFFAOYSA-N,Oc1cccc(-c2nc(N3CCOCC3)c3ncn(C4CCNCC4)c3n2)c1,64.0,,,131.0
CFMOL_019965,ZNNPMVFPQYQPKR-UHFFFAOYSA-N,COC1CCC(n2c(=O)c(-c3ccc(N(C)C)nc3)cc3c(C)nc(N)nc32)CC1,6.2,,,
CFMOL_019966,ZNNPMVFPQYQPKR-WKILWMFISA-N,CO[C@H]1CC[C@H](n2c(=O)c(-c3ccc(N(C)C)nc3)cc3c(C)nc(N)nc32)CC1,6.2,,,
CFMOL_019967,ZNONJFXQUJKRMU-UHFFFAOYSA-N,C=CC(=O)N1CCN(c2ncnc3ccc(-c4cnc(OC)c(NS(=O)(=O)c5c(F)cccc5F)c4)cc23)CC1,5.8,,58.0,
CFMOL_019968,ZNOPWFNUZNDRBB-UHFFFAOYSA-N,CCNC(=O)c1ccc2c(c1)n(CC)c(=O)c1ccnn12,9300.0,,,
CFMOL_019969,ZNOQCQOSJQSWLD-GFCCVEGCSA-N,C[C@@H](Nc1ncnc2[nH]cc(C#N)c12)c1cc2ncc(Cl)n2nc1-c1ccccc1,,,2.0,46.0
CFMOL_019970,ZNOQCQOSJQSWLD-LBPRGKRZSA-N,C[C@H](Nc1ncnc2[nH]cc(C#N)c12)c1cc2ncc(Cl)n2nc1-c1ccccc1,,,2.0,46.0
CFMOL_019971,ZNQHETPKCVAICQ-RQZCQDPDSA-N,COc1cccc(S(=O)(=O)N(C)/N=C/c2cnn3ccc(Cl)nc23)c1,10000.0,,,
CFMOL_019972,ZNRCBKKFSNMJEK-UHFFFAOYSA-N,CC1(COc2cc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)ccc2NC(=O)CN2CCOCC2)COC1,300.0,,,
CFMOL_019973,ZNSBCWQNPXMYDX-UHFFFAOYSA-N,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCN(S(C)(=O)=O)CC3)n(C)c2n1,,,6.0,
CFMOL_019974,ZNSXCGLTUFTMRP-ZDUSSCGKSA-N,C[C@@H](C1CC1)N1Cc2cc(-c3cnc(N)c(C4CN(C(=O)C5(C(F)(F)F)CC5)C4)n3)ccc2C1=O,,,2000.0,100.0
CFMOL_019975,ZNUODSNRAGKDRE-UHFFFAOYSA-N,Cc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2n1,462.0,1600.0,56.0,461.0
CFMOL_019976,ZNURGOSYHNLUBK-PCLIKHOPSA-N,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(CCN1CCOCC1)/N=C/c1cnn2ccc(C#N)cc12,4.5,230.0,10.0,
CFMOL_019977,ZNUXYEANABFFJO-UHFFFAOYSA-N,Cc1cc2cc(-c3cnc(Cl)c(NS(=O)(=O)c4ccccc4)c3)cnc2[nH]1,,,,63.0
CFMOL_019978,ZNVPUJRXUHDWHM-UHFFFAOYSA-N,NOCCOCCOCCOCCNc1nc(N2CCOCC2)nc(-n2c(C(F)F)nc3ccccc32)n1,89.0,1867.0,12.6,502.0
CFMOL_019979,ZNYHNGWAOGVTPF-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(-c2cncc(C#N)c2)cc1NC(=O)c1cc(F)cc(C(F)(F)F)c1,100.0,,,
CFMOL_019980,ZNYUMDXJXMCZNT-UHFFFAOYSA-N,O=C(O)CCCCn1cc(C2C=CC=C3C(=O)C=C(N4CCOCC4)N=C32)nn1,100.0,,,
CFMOL_019981,ZNZQINDITVXIGK-UHFFFAOYSA-N,Cc1cccc2nc(C(C)Nc3ncnc4nc[nH]c34)c(-c3ccccc3Cl)c(=O)n12,,,50.0,
CFMOL_019982,ZOABTBSIXSHXKG-UHFFFAOYSA-N,Cn1cc(-c2ccnc3ccc(-c4ccc5oc(N)nc5c4)cc23)cn1,100.0,,100.0,100.0
CFMOL_019983,ZOARIKHGJBDOSN-UHFFFAOYSA-N,CC(=O)N1CCN(c2cc(-c3cc(C(F)(F)F)c4c(N)ncnn34)ccc2C(=O)N(C)CCO)C(=O)C1(C)C,,,2.0,
CFMOL_019984,ZOBBFTUQKXLAIY-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC23CCN(CC2)C3)cc1-c1cnc(N)c(-n2cccn2)n1,,,100.0,100.0
CFMOL_019985,ZOBXGXUVMUTBOH-SFHVURJKSA-N,Cc1nnc(-c2cccc(-c3c[nH]c4ncnc(N[C@@H](C)c5nn6ccc(C)c6c(=O)n5-c5ccccc5)c34)c2)o1,,,0.4,
CFMOL_019986,ZOCCISRVTWHPIH-UHFFFAOYSA-N,CCC(c1nc2cccc(F)c2c(=O)n1C1CC1)n1nc(-c2ccsc2)c2c(N)ncnc21,,,868.0,
CFMOL_019987,ZOCGMFCXIOGQHI-DZKIICNBSA-N,O=C(CN1c2nc(N3C[C@@H]4C[C@H]3CO4)cc(=O)n2CC[C@H]1C(F)(F)F)c1cncc(Cl)c1,10000.0,,,
CFMOL_019988,ZOCVIIWPJLLOSN-NSHDSACASA-N,C[C@H](Nc1nc(F)nc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,,,0.8,
CFMOL_019989,ZODXZQWLLJYZDI-UHFFFAOYSA-N,COc1ncc(-c2cc(OCCCCCCCC(=O)Nc3ccccc3N)c3ncnc(C)c3c2)cc1F,106.0,,,
CFMOL_019990,ZOELGAFLBORUDS-UHFFFAOYSA-N,CC(Nc1c(C#N)cnc2ccc(-c3cnc(Cl)c(NS(C)(=O)=O)c3)cc12)c1ccc(F)cc1,2.0,,,
CFMOL_019991,ZOEOBGPADYZMOM-HNNXBMFYSA-N,C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2c(F)ccc(Cl)c2c(=O)n1-c1ccccc1,1000.0,550.0,100.0,550.0
CFMOL_019992,ZOERJOYKUUFWRQ-UHFFFAOYSA-N,C=CC(=O)n1cnc(-c2nc(-c3ccc4c(c3)CCNC4)c3ccsc3c2-c2ccc(F)cc2OCCOC)c1,15000.0,,,
CFMOL_019993,ZOEXBICCWJEIHU-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(Cc2cc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(F)cc5)cc4)nn3c2)CC1,105.0,,,
CFMOL_019994,ZOFDHCPLXRMMHM-CQSZACIVSA-N,CCCc1nc(N2CCN(C(=O)C3CC3)[C@H](C)C2)nc(-c2cnn(C)c2)c1C#N,,,10.0,
CFMOL_019995,ZOFFAGHBGPHINF-UHFFFAOYSA-N,O=C(O)COc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,24.0,,,
CFMOL_019996,ZOFFJQIQNXUAKN-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(-c2cnn(C)c2)cc1NC(=O)c1cccc(C#N)c1,55000.0,,,
CFMOL_019997,ZOFXOZXMDBPIQF-UHFFFAOYSA-N,COC1CC(n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,30000.0,,,
CFMOL_019998,ZOGBDFHHTSGOKO-UHFFFAOYSA-N,Nc1ncnc2[nH]nc(-c3ccc(-c4ccccc4)cc3)c12,100000.0,100000.0,100000.0,100000.0
CFMOL_019999,ZOHYOLFOCULNKX-UHFFFAOYSA-N,CC(=O)Nc1cccc(-c2ccc3nc(Nc4cc[nH]n4)c(-c4nc(C)nc(N)n4)n3c2)c1,96.0,,,
CFMOL_020000,ZOJAMEJYJLCVEX-LBPRGKRZSA-N,C[C@H](Nc1nc(N)nc(N)c1C#N)c1cc(=O)n2cc(F)ccc2c1-c1ccccc1,,,32.0,
CFMOL_020001,ZOKVMFNJBPBZCE-UHFFFAOYSA-N,C=CC(=O)N1CCN(S(=O)(=O)c2cccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)c2)CC1,53.0,540.0,1.5,2.8
CFMOL_020002,ZOLVBLFHQQAYHY-UHFFFAOYSA-N,COc1cc(-c2nn3c(-c4cnc(N)nc4)cnc3s2)ccc1OC1CCNCC1,115.0,,,
CFMOL_020003,ZOMKKEFUAZEJIF-UHFFFAOYSA-N,NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Br)ccc21,10000.0,240.0,483.0,10000.0
CFMOL_020004,ZONKAPUHXRZJRN-UHFFFAOYSA-N,COc1ccc(Nc2cc3c(cn2)n(CCO)c(=O)n3C2CCCC2)c(C)c1,18200.0,,,
CFMOL_020005,ZOOMXQAXNPYRCY-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2cc(F)ccc2Cl)c(NC(=O)NC23CC4CC(CC(C4)C2)C3)c1,55000.0,,,
CFMOL_020006,ZOONKWDSLVFDTD-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC2(C)CCCN(C(C)C)C2)cc1-c1cnc2c(N)nc(C(F)(F)F)nn12,,,100.0,100.0
CFMOL_020007,ZOQCEWMRGZIXMN-UHFFFAOYSA-N,Cc1ncc(-c2nc3c(-c4ccc5c(c4)C4(CCN(C(=O)C6CC6)CC4)C(=O)N5)ncnc3n2C)cn1,,,48.0,
CFMOL_020008,ZOQMIVJPGLELME-UHFFFAOYSA-N,CCNC(=O)Nc1ccc2ncc(Nc3cc(OC)cc(OC)c3)nc2n1,1100.0,,,
CFMOL_020009,ZOQPXTUPEZCAGF-UHFFFAOYSA-N,O=C(Nc1cc(-c2cccc3[nH]ccc23)cc2[nH]ncc12)c1ccccn1,10000.0,6309.57,100.0,6309.57
CFMOL_020010,ZOQVYJSVLWGTGV-MNBJERMJSA-N,CN(Cc1ccncc1)C(=O)C1CCN(c2ccnc3c2c(/C=C2\Oc4ccc(NC(=O)Nc5cccnc5)cc4C2=O)cn3C)CC1,1230.0,,,
CFMOL_020011,ZORGSCMDVCNGRP-UHFFFAOYSA-N,CC1(C)CCCC(n2nc(C(=O)N3CCOCC3)c3c2-c2ccccc2S(=O)(=O)C3)C1,498.0,498.0,498.0,498.0
CFMOL_020012,ZORLJXWXFABTPZ-CTNGQTDRSA-N,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,,,,31622.800000000003
CFMOL_020013,ZOSUPDOYOBKJNC-UHFFFAOYSA-N,Oc1cccc(-c2cc(Oc3cccnc3)nc(N3CCOCC3)n2)c1,50.0,,,
CFMOL_020014,ZOSVUXYDRZPQIL-UHFFFAOYSA-N,CN(C)C1CCN(Cc2cc3nc(-n4cnc5ccccc54)nc(N4CCOCC4)c3s2)CC1,,,23.0,
CFMOL_020015,ZOSZNUDVEVETLL-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCN(c2nc(-c3ccc4nc(N)sc4c3)nc(N3CCOCC3)n2)CC1,432.0,,,
CFMOL_020016,ZOTRXYONRCJLCW-UHFFFAOYSA-N,COc1ccc(CC2CCN(C)CC2)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccnc2)c1,,,,45.0
CFMOL_020017,ZOUAOEVGDZUXHF-UHFFFAOYSA-N,COc1cccc(-c2cnc(Nc3ccccc3C)c(NC(=O)c3cc(F)cc(C(F)(F)F)c3)c2)c1,750.0,,,
CFMOL_020018,ZOYAVFCOPOALCL-GJZGRUSLSA-N,Cn1cc(-c2ncc(C#N)c(N3C[C@@H]4C[C@H]3CN4C(=O)C(C)(C)C)n2)cn1,,,190.0,
CFMOL_020019,ZOYZFTSLCZYTBR-UHFFFAOYSA-N,CS(=O)(=O)C(F)c1cc(-c2cnc(N)cc2C(F)(F)F)nc(N2CCOCC2)n1,56.0,,,
CFMOL_020020,ZOZFRBVYZYBSST-UHFFFAOYSA-N,C=CC(=O)N1CCN(c2ncnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(Cl)s5)c4)cc23)CC1,5.8,,117.0,
CFMOL_020021,ZPAHLBXHWVNFMV-UHFFFAOYSA-N,COc1ccc(-c2nc(N3CCOCC3)c3nc(CN(C)c4ncc(C(=O)NO)cn4)n(C)c3n2)cn1,1000.0,1000.0,493.0,255.0
CFMOL_020022,ZPBYVFQJHWLTFB-UHFFFAOYSA-N,Cn1cnc(=N)c2[nH]cnc21,,,,60000.0
CFMOL_020023,ZPDSADGKXLOVPB-UHFFFAOYSA-N,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ccc(C(=O)NO)cc4)cc3n2)cn1,19.0,54.0,39.0,
CFMOL_020024,ZPDSZMKVVZYWIV-UHFFFAOYSA-N,Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CCc3ccccn3)nc12,,,1000.0,
CFMOL_020025,ZPGGMNYQICSUJI-NSHDSACASA-N,C[C@H]1COC(C)(C)C(=O)N1c1cc(-c2cc(C(F)(F)F)c3c(N)ncnn23)ccc1S(C)(=O)=O,,,0.7,
CFMOL_020026,ZPHLFQILWUVVHH-NSHDSACASA-N,CC(=O)N1C[C@H](C)N(c2cccc(-c3cc(C(F)(F)F)c4c(N)ncnn34)n2)C(=O)C1(C)C,,,2.0,
CFMOL_020027,ZPHVQIGCAUSAIT-UHFFFAOYSA-N,COc1ccc(Nc2ncnc3c2CC(=O)N3c2ccc(C)c(C)c2)cc1Cl,,,,25118.9
CFMOL_020028,ZPJYDNLEBFBXAU-CIAFOILYSA-N,Cc1cc([N+](=O)[O-])ccc1S(=O)(=O)N(CCO)/N=C/c1cnn2ccc(C#N)cc12,76.0,,,
CFMOL_020029,ZPKDGUSSEABYSZ-VWLOTQADSA-N,O=C(c1ccc(Nc2nnc(-c3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)s2)cc1)N1CCC[C@H]1CO,1500.0,,,
CFMOL_020030,ZPLNQQHWSOLKPW-UHFFFAOYSA-N,CC(C)(c1cccc(-c2cc(-c3ccnn3C3CCOCC3)c3c(N)ncnn23)c1)N1CCCC1,,,1.0,
CFMOL_020031,ZPMGPADNQISUKZ-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(C(=O)NCc2ccnn2C)cc1NC(=O)c1csc2ccccc12,100.0,,,
CFMOL_020032,ZPOCWOPPQUMNCW-NHCUHLMSSA-N,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,1050.0,,,
CFMOL_020033,ZPOCWOPPQUMNCW-SFTDATJTSA-N,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,331.0,,,
CFMOL_020034,ZPRALLKVXGZIAY-UHFFFAOYSA-N,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3ccn(CCN4CCCC4)c3n2)cc1,30.0,,,
CFMOL_020035,ZPRINXXEBIDTGA-UHFFFAOYSA-N,CN(C)S(=O)(=O)c1ccc(-c2cnc3ccc(-c4ccnc5[nH]ccc45)nn23)cc1,40.0,,,
CFMOL_020036,ZPRTUWGSRQNCTH-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(C(=O)N3CCn4c(C)cnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,95.0,,,
CFMOL_020037,ZPSFLAJYOZXKOV-UHFFFAOYSA-N,Cc1ccc(C(O)(C(N)=O)C(F)(F)F)cc1-c1cnc(N)c(-c2ccnn2C)n1,,,100.0,100.0
CFMOL_020038,ZPTXTOBTOXKPKB-UHFFFAOYSA-N,CCc1ncnc(-c2cc(F)c(C(=O)N(C)CCN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,268.0,,,
CFMOL_020039,ZPULZIKXLVCVFG-UHFFFAOYSA-N,Nc1ncnc2[nH]nc(-c3ccc4c(c3)OCO4)c12,4900.0,30000.0,7400.0,4000.0
CFMOL_020040,ZPUSSRCYLVNNEQ-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2ccccc2C)c(NC(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,55000.0,,,
CFMOL_020041,ZPXWXKWIEJYWEF-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2ccccc2C)c(NC(=O)c2cnc3ccccc3c2)c1,55000.0,,,
CFMOL_020042,ZQAXZFDFIFNDJG-UHFFFAOYSA-N,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cnc3[nH]ccc3c2)n1,980.0,,,
CFMOL_020043,ZQAZYGCYEPPLLS-UHFFFAOYSA-N,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3CC2CCNCC2)c(C)c1,23700.0,,,
CFMOL_020044,ZQBKRUAHSFZQRL-UHFFFAOYSA-N,Cc1ncc(-c2cn3c(-c4cc(C(C)C(F)(F)F)ccc4C)cnc3c(N)n2)s1,,,100.0,100.0
CFMOL_020045,ZQBNNKFXAPXUSN-UHFFFAOYSA-N,O=C(c1nn(Cc2ccccc2)c2c1CS(=O)(=O)c1ccccc1-2)N1CCOCC1,1189.0,1189.0,1189.0,1189.0
CFMOL_020046,ZQCOZTBRHXRFAV-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(C(=O)NCC2(O)CCOC2)cc1NC(=O)c1csc2ccccc12,750.0,,,
CFMOL_020047,ZQDOQZXCPCKSPE-UHFFFAOYSA-N,CC(Nc1cccc(C#N)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,,10.0,,
CFMOL_020048,ZQEMGSHFLAOJBZ-UHFFFAOYSA-N,Nc1ncnc2c1c(-c1cc3cc(O)cc(Cl)c3[nH]1)nn2C1CCOCC1,100.0,500.0,10.0,25.0
CFMOL_020049,ZQFAIJCOPGDHOD-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2ccccc2C)c(NC(=O)c2cc(F)c(Cl)c(Cl)c2)c1,300.0,,,
CFMOL_020050,ZQFBYVCYUBGNOI-KRWDZBQOSA-N,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N[C@H]1CCN(Cc2cnn3ccc(C#N)cc23)C1,1000.0,1000.0,1000.0,
CFMOL_020051,ZQFBYVCYUBGNOI-QGZVFWFLSA-N,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N[C@@H]1CCN(Cc2cnn3ccc(C#N)cc23)C1,1000.0,1000.0,1000.0,
CFMOL_020052,ZQGDMVNDUYDDBS-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(C(=O)NCc2ncccn2)cc1NC(=O)c1csc2ccccc12,750.0,,,
CFMOL_020053,ZQGMPGAUEIXAHZ-UHFFFAOYSA-N,O=C(c1ccc(C(=O)C(F)(F)F)cc1)N1CCOc2ccc(-c3ccc4[nH]ncc4c3)cc2C1,137.0,,,
CFMOL_020054,ZQHNJQVIBXSHRY-QFYYESIMSA-N,C[C@H](N1Cc2cc(-c3ccn4nc(N)c(C(=O)N[C@@H](CO)C5CC5)c4n3)cc(Cl)c2C1=O)C(F)(F)F,10000.0,,4640.0,3.1
CFMOL_020055,ZQHVKJAKDDVDCS-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(C(F)(F)F)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,324.0,,,
CFMOL_020056,ZQHXCUQMFUFUBU-UHFFFAOYSA-N,Cc1ncnc(N2CCC(CNC(=O)CC(C)C)CC2)c1C#Cc1ccc(N)nc1,47.0,,,
CFMOL_020057,ZQHXGKGYHLTMOL-UHFFFAOYSA-N,CN(C)CCn1ccc2c(N3CCOCC3)nc(-c3cccc(O)c3)nc21,76.0,,,
CFMOL_020058,ZQIJCIBWRLZSIM-KRWDZBQOSA-N,Cc1[nH]c(-c2cc(-c3ccc4c(c3)CN([C@@H](C)C3CC3)C4=O)ccn2)nc1C(=O)NC1CCOCC1,,,2000.0,100.0
CFMOL_020059,ZQJCWKHSQYUPQL-UHFFFAOYSA-N,COc1ccc(Nc2ncnc3c2ccn3C2CC2)cc1Cl,,,,50118.7
CFMOL_020060,ZQJXAEHYCHTIFF-UHFFFAOYSA-N,Cc1cccc2cc(Cn3nc(C#CC4CC4)c4c(N)ncnc43)n(-c3ccccc3F)c(=O)c12,,,1000.0,10000.0
CFMOL_020061,ZQJYJSACBKJFQX-NSHDSACASA-N,C[C@H](Nc1nc(N)nc(Cl)c1C#N)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,,,1.0,
CFMOL_020062,ZQLZLXLLKJJTQX-YSSFQJQWSA-N,N#Cc1c(N)ncnc1N1[C@H](c2nc3cccc(Cl)c3c(=O)n2N2CCOCC2)C[C@@H]2CCCC[C@@H]21,,,14.0,
CFMOL_020063,ZQMNCEIUNXYDQQ-UHFFFAOYSA-N,Cn1cc(-c2nc(N3CCOCC3)c3nc(C(=O)N4CCC(N5CCOCC5=O)CC4)[nH]c3n2)cn1,,,42.0,
CFMOL_020064,ZQMRWZWYYAEHCM-UHFFFAOYSA-N,CC(=O)OCCN1CCC(n2nc(C(=O)N3CCOCC3)c3c2-c2ccccc2S(=O)(=O)C3)C1,871.0,871.0,871.0,871.0
CFMOL_020065,ZQNIPFMWTKDZHF-UHFFFAOYSA-N,CC(C)Nc1nc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)cc3)cc2)nc(N2C3CCC2COC3)n1,2506.0,,,
CFMOL_020066,ZQPDJCIXJHUERQ-GHMZBOCLSA-N,CCOc1c([C@@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@H]1CNC(=O)C1,,,10.0,
CFMOL_020067,ZQPDJCIXJHUERQ-MNOVXSKESA-N,CCOc1c([C@@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1,,,10.0,
CFMOL_020068,ZQPDJCIXJHUERQ-NFJWQWPMSA-N,CCOc1c([C@@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1C1CNC(=O)C1,,125.0,125.0,
CFMOL_020069,ZQPDJCIXJHUERQ-QWRGUYRKSA-N,CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1,20000.0,20000.0,1.0,10000.0
CFMOL_020070,ZQPDJCIXJHUERQ-UHFFFAOYSA-N,CCOc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1C1CNC(=O)C1,,10.0,10.0,
CFMOL_020071,ZQPDJCIXJHUERQ-VUWPPUDQSA-N,CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1C1CNC(=O)C1,,10.0,10.0,
CFMOL_020072,ZQPDJCIXJHUERQ-WDEREUQCSA-N,CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@H]1CNC(=O)C1,,,10.0,
CFMOL_020073,ZQRWIFWSHGWCRI-UHFFFAOYSA-N,CNC(=O)c1ccc2c(c1)OCCc1nc(-c3ncnn3C(C)C)sc1-2,2900.0,,,
CFMOL_020074,ZQTOIAUDKJDPEL-KRWDZBQOSA-N,Cc1nc(N)nc(N[C@H](c2nc3cccc(Cl)c3c(=O)n2CCCN)C2CC2)c1C#N,,,1.0,750.0
CFMOL_020075,ZQTQZLYVIDOUNY-UHFFFAOYSA-N,CC(=O)Nc1ccccc1-n1ncc2ccc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)cc21,,,6.0,
CFMOL_020076,ZQUWDKRQMSZGSZ-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2ccccc2C)c(NC(=O)c2cc(F)cc(C(F)(F)F)c2)c1,750.0,,,
CFMOL_020077,ZQUXELQJSMKTJJ-UHFFFAOYSA-N,Cc1ccccc1Nc1nc2nncn2cc1NC(=O)c1csc2ccccc12,750.0,,,
CFMOL_020078,ZQVBDWNBAZLZQL-UHFFFAOYSA-N,N#Cc1cccc(-c2nc(N3CCOCC3)c3[nH]cnc3n2)c1,2915.0,,,8297.0
CFMOL_020079,ZQVNTQSLIUHYDJ-SFHVURJKSA-N,CC[C@H](Nc1ncnc(N)c1-c1noc(C)n1)c1cc2cccc(F)c2c(=O)n1-c1ccccc1,,,32.0,
CFMOL_020080,ZQVZCIWODXFODZ-UHFFFAOYSA-N,COc1cccc(Nc2nccc(-c3ccc(F)cc3)n2)c1,880.0,1000.0,,333.96
CFMOL_020081,ZQXAFUNJAAUTSB-UHFFFAOYSA-N,COc1[nH]n2c(=O)cc(-c3ccncc3)nc2c1Cc1cccc(Cl)c1Cl,158.48999999999998,1.259,25.12,501.19
CFMOL_020082,ZQXXURIZTYXFML-UHFFFAOYSA-N,Cc1cc2c(cc1Nc1ncc3c(n1)n(C14CCC(O)(CC1)C4)c(=S)n3C)OCO2,,,550.0,
CFMOL_020083,ZQZKXYBLBZGEPC-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N2CC3(CCN(C)C3=O)C2)cc1-c1cnc2c(N)ncnn12,,,500.0,100.0
CFMOL_020084,ZRBMGNMWLXDNKE-UHFFFAOYSA-N,CC(C)n1nncc1-c1cc(-c2cccc(-c3ccc(=O)n(C)c3)c2)n2ncnc(N)c12,,,6.0,
CFMOL_020085,ZRCBVOZDKPPBFL-UHFFFAOYSA-N,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)cc21,,,3360.0,
CFMOL_020086,ZRDSSDUSMNALEF-AWEZNQCLSA-N,C[C@H](NC(=O)c1c(N)ncn2ccnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,,,300.0,55.0
CFMOL_020087,ZRILVUOKDGGJCG-ZDUSSCGKSA-N,C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1-c1cccc(NC(=O)NC(C)(C)C(=O)O)c1,,,7000.0,
CFMOL_020088,ZRIRLWBZGKNIFV-UHFFFAOYSA-N,O=c1oc2ccccc2c2nn(CN3CCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)CC3)cc12,3840.0,5750.0,7510.0,2300.0
